,id,original1,edit1,grades1,meanGrade1,original2,edit2,grades2,meanGrade2,label,new1,original11,new2,original22
1657,100129-100128,Trump 2020 aide denies the President lies despite his repeated <lies/>,liposuctions,22220,1.6,Trump 2020 <aide/> denies the President lies despite his repeated lies,ghost,21000,0.6,1,Trump 2020 aide denies the President lies despite his repeated liposuctions,Trump 2020 aide denies the President lies despite his repeated lies,Trump 2020 ghost denies the President lies despite his repeated lies,Trump 2020 aide denies the President lies despite his repeated lies
1658,101018-101017,Trump administration may blacklist Chinese firms that routinely <copy/> tech,create,11100,0.6,Trump administration may <blacklist/> Chinese firms that routinely copy tech,copy,21111,1.2,2,Trump administration may blacklist Chinese firms that routinely create tech,Trump administration may blacklist Chinese firms that routinely copy tech,Trump administration may copy Chinese firms that routinely copy tech,Trump administration may blacklist Chinese firms that routinely copy tech
1659,100156-100155,Trump administration <sows/> chaos by wrongly implying kids born overseas might not be citizens,devours,22100,1.0,Trump administration sows chaos by wrongly implying kids born overseas might not be <citizens/> ,humans,33111,1.8,2,Trump administration devours chaos by wrongly implying kids born overseas might not be citizens,Trump administration sows chaos by wrongly implying kids born overseas might not be citizens,Trump administration sows chaos by wrongly implying kids born overseas might not be humans ,Trump administration sows chaos by wrongly implying kids born overseas might not be citizens 
1660,106500-106499,Trump Administration Tells <Supreme Court/> No Need to Rush An Obamacare Ruling,mexicans,22220,1.6,Trump <Administration/> Tells Supreme Court No Need to Rush An Obamacare Ruling,Drummer,21100,0.8,1,Trump Administration Tells mexicans No Need to Rush An Obamacare Ruling,Trump Administration Tells Supreme Court No Need to Rush An Obamacare Ruling,Trump Drummer Tells Supreme Court No Need to Rush An Obamacare Ruling,Trump Administration Tells Supreme Court No Need to Rush An Obamacare Ruling
1661,100479-100478,Trump advisers are more worried about Elizabeth Warren than any other 2020 Democratic <candidate/>,flower,21000,0.6,<Trump/> advisers are more worried about Elizabeth Warren than any other 2020 Democratic candidate,Asshole,31111,1.4,2,Trump advisers are more worried about Elizabeth Warren than any other 2020 Democratic flower,Trump advisers are more worried about Elizabeth Warren than any other 2020 Democratic candidate,Asshole advisers are more worried about Elizabeth Warren than any other 2020 Democratic candidate,Trump advisers are more worried about Elizabeth Warren than any other 2020 Democratic candidate
1662,100414-100413,Trump Allies Reportedly Raising Money to Target <Journalists/> ,bakers,21110,1.0,Trump Allies Reportedly Raising Money to Target <Journalists/> ,Obama,11000,0.4,1,Trump Allies Reportedly Raising Money to Target bakers ,Trump Allies Reportedly Raising Money to Target Journalists ,Trump Allies Reportedly Raising Money to Target Obama ,Trump Allies Reportedly Raising Money to Target Journalists 
1663,106041-106040,Trump <Backs/> Away from Further Military Conflict With Iran - The New York Times,runs,21000,0.6,Trump <Backs/> Away from Further Military Conflict With Iran - The New York Times,Runs,31000,0.8,2,Trump runs Away from Further Military Conflict With Iran - The New York Times,Trump Backs Away from Further Military Conflict With Iran - The New York Times,Trump Runs Away from Further Military Conflict With Iran - The New York Times,Trump Backs Away from Further Military Conflict With Iran - The New York Times
1664,106428-106429,Trump Brags About Serving Up American Troops to Saudi Arabia for Nothing More Than <Cash/> ,Hamburgers,22211,1.6,Trump Brags About Serving Up American <Troops/> to Saudi Arabia for Nothing More Than Cash,cheese,22211,1.6,0,Trump Brags About Serving Up American Troops to Saudi Arabia for Nothing More Than Hamburgers ,Trump Brags About Serving Up American Troops to Saudi Arabia for Nothing More Than Cash ,Trump Brags About Serving Up American cheese to Saudi Arabia for Nothing More Than Cash,Trump Brags About Serving Up American Troops to Saudi Arabia for Nothing More Than Cash
1665,107181-107182,Trump calls for ' outright <dismissal/> ' but GOP senator says there are n't enough votes,Lunacy,32210,1.6,Trump calls for ' outright dismissal ' but GOP senator says there are n't enough <votes/> ,idiots,22221,1.8,2,Trump calls for ' outright Lunacy ' but GOP senator says there are n't enough votes,Trump calls for ' outright dismissal ' but GOP senator says there are n't enough votes,Trump calls for ' outright dismissal ' but GOP senator says there are n't enough idiots ,Trump calls for ' outright dismissal ' but GOP senator says there are n't enough votes 
1666,106183-106184,Trump calls for new nuclear <deal/> while bashing old one with misinformation,bomb,32110,1.4,Trump calls for new nuclear deal while bashing old one with <misinformation/> ,hammer,22211,1.6,2,Trump calls for new nuclear bomb while bashing old one with misinformation,Trump calls for new nuclear deal while bashing old one with misinformation,Trump calls for new nuclear deal while bashing old one with hammer ,Trump calls for new nuclear deal while bashing old one with misinformation 
1667,106507-106508,Trump campaign steps up <attacks/> on Sanders,Burger,11110,0.8,Trump campaign steps up <attacks/> on Sanders,love,32211,1.8,2,Trump campaign steps up Burger on Sanders,Trump campaign steps up attacks on Sanders,Trump campaign steps up love on Sanders,Trump campaign steps up attacks on Sanders
1668,106475-106476,Trump Campaign Typo Briefly <Celebrates/> President ’s ‘ Anti-Semetic Excutive Order ’,cancels,22100,1.0,Trump Campaign Typo Briefly Celebrates <President/> ’s ‘ Anti-Semetic Excutive Order ’,Rabbi,22111,1.4,2,Trump Campaign Typo Briefly cancels President ’s ‘ Anti-Semetic Excutive Order ’,Trump Campaign Typo Briefly Celebrates President ’s ‘ Anti-Semetic Excutive Order ’,Trump Campaign Typo Briefly Celebrates Rabbi ’s ‘ Anti-Semetic Excutive Order ’,Trump Campaign Typo Briefly Celebrates President ’s ‘ Anti-Semetic Excutive Order ’
1669,107657-107658,Trump <claims/> he did n't know about Giuliani letter to Zelensky,pretends,22221,1.8,Trump claims he did n't <know/> about Giuliani letter to Zelensky,dream,21000,0.6,1,Trump pretends he did n't know about Giuliani letter to Zelensky,Trump claims he did n't know about Giuliani letter to Zelensky,Trump claims he did n't dream about Giuliani letter to Zelensky,Trump claims he did n't know about Giuliani letter to Zelensky
1670,106505-106506,Trump claims he was robbed of <Nobel Peace Prize/> at Ohio rally,Pizza,33321,2.4,Trump claims he was robbed of <Nobel Peace Prize/> at Ohio rally,jello,31111,1.4,1,Trump claims he was robbed of Pizza at Ohio rally,Trump claims he was robbed of Nobel Peace Prize at Ohio rally,Trump claims he was robbed of jello at Ohio rally,Trump claims he was robbed of Nobel Peace Prize at Ohio rally
1671,107933-107932,Trump Comforts Himself on Impeachment With Emotional Support <Map/> ,Puppy,22222,2.0,Trump Comforts Himself on <Impeachment/> With Emotional Support Map,obesity,31111,1.4,1,Trump Comforts Himself on Impeachment With Emotional Support Puppy ,Trump Comforts Himself on Impeachment With Emotional Support Map ,Trump Comforts Himself on obesity With Emotional Support Map,Trump Comforts Himself on Impeachment With Emotional Support Map
1672,100184-100183,Trump considering blocking military aid to <Ukraine/> : CNN,dogs,21110,1.0,Trump considering blocking military aid to <Ukraine/> : CNN,Democrats,22100,1.0,0,Trump considering blocking military aid to dogs : CNN,Trump considering blocking military aid to Ukraine : CNN,Trump considering blocking military aid to Democrats : CNN,Trump considering blocking military aid to Ukraine : CNN
1673,105609-105608,Trump Declares His Tweets To Be Official Notice To Congress On Attacks Against <Iran/> ,reality,32222,2.2,Trump Declares His Tweets To Be Official Notice To Congress On <Attacks/> Against Iran,balloons,21111,1.2,1,Trump Declares His Tweets To Be Official Notice To Congress On Attacks Against reality ,Trump Declares His Tweets To Be Official Notice To Congress On Attacks Against Iran ,Trump Declares His Tweets To Be Official Notice To Congress On balloons Against Iran,Trump Declares His Tweets To Be Official Notice To Congress On Attacks Against Iran
1674,105774-105773,Trump Defends Right to Attack Iranian Cultural <sites/> ,clubs,11111,1.0,Trump Defends Right to <Attack/> Iranian Cultural sites,hug,32100,1.2,2,Trump Defends Right to Attack Iranian Cultural clubs ,Trump Defends Right to Attack Iranian Cultural sites ,Trump Defends Right to hug Iranian Cultural sites,Trump Defends Right to Attack Iranian Cultural sites
1675,100030-100029,Trump deserves <impeachment/> quite apart from the Mueller report,chocolate,21100,0.8,Trump deserves <impeachment/> quite apart from the Mueller report,blown,0,0.0,1,Trump deserves chocolate quite apart from the Mueller report,Trump deserves impeachment quite apart from the Mueller report,Trump deserves blown quite apart from the Mueller report,Trump deserves impeachment quite apart from the Mueller report
1676,107940-107939,Trump Dismisses ‘ GOA ’ Finding That His Administration Broke the <Law/> ,Vase,32211,1.8,Trump Dismisses ‘ GOA ’ Finding That His Administration Broke the <Law/> ,Presidency,32110,1.4,1,Trump Dismisses ‘ GOA ’ Finding That His Administration Broke the Vase ,Trump Dismisses ‘ GOA ’ Finding That His Administration Broke the Law ,Trump Dismisses ‘ GOA ’ Finding That His Administration Broke the Presidency ,Trump Dismisses ‘ GOA ’ Finding That His Administration Broke the Law 
1677,100218-100217,Trump does n’t have farmers ’ <support/> like he thinks he does,insurance,33220,2.0, <Trump/> does n’t have farmers ’ support like he thinks he does,chicken,33210,1.8,1,Trump does n’t have farmers ’ insurance like he thinks he does,Trump does n’t have farmers ’ support like he thinks he does, chicken does n’t have farmers ’ support like he thinks he does, Trump does n’t have farmers ’ support like he thinks he does
1678,106112-106113,Trump Does n’t Want Voters to Know How Much His <Family/> ’s Trips Cost Taxpayers,sunbed,32200,1.4,Trump Does n’t Want Voters to Know How Much His Family ’s Trips Cost <Taxpayers/> ,Daddy,22211,1.6,2,Trump Does n’t Want Voters to Know How Much His sunbed ’s Trips Cost Taxpayers,Trump Does n’t Want Voters to Know How Much His Family ’s Trips Cost Taxpayers,Trump Does n’t Want Voters to Know How Much His Family ’s Trips Cost Daddy ,Trump Does n’t Want Voters to Know How Much His Family ’s Trips Cost Taxpayers 
1679,103232-103231,Trump forced to <pay/> $ 2m over misuse of charity money,receive,21100,0.8,Trump forced to pay $ 2m over misuse of <charity/> money,alimony,22211,1.6,2,Trump forced to receive $ 2m over misuse of charity money,Trump forced to pay $ 2m over misuse of charity money,Trump forced to pay $ 2m over misuse of alimony money,Trump forced to pay $ 2m over misuse of charity money
1680,105253-105252,Trump gave North Korea sugar and Iran vinegar . Neither looks to be <working/> .,solicited,22110,1.2,Trump gave North Korea sugar and Iran vinegar . Neither looks to be <working/> .,Mixing,22111,1.4,2,Trump gave North Korea sugar and Iran vinegar . Neither looks to be solicited .,Trump gave North Korea sugar and Iran vinegar . Neither looks to be working .,Trump gave North Korea sugar and Iran vinegar . Neither looks to be Mixing .,Trump gave North Korea sugar and Iran vinegar . Neither looks to be working .
1681,100426-100427,Trump has angered the wrong people : <Farmers/> ,Barbers,21100,0.8,Trump has angered the wrong people : <Farmers/> ,golfers,32211,1.8,2,Trump has angered the wrong people : Barbers ,Trump has angered the wrong people : Farmers ,Trump has angered the wrong people : golfers ,Trump has angered the wrong people : Farmers 
1682,107167-107168,Trump has betrayed his <voters/> ,deplorables,22110,1.2,Trump has betrayed his <voters/> ,hairdressers,32221,2.0,2,Trump has betrayed his deplorables ,Trump has betrayed his voters ,Trump has betrayed his hairdressers ,Trump has betrayed his voters 
1683,106244-106245,Trump has created a loophole to allow <pipelines/> to avoid environmental review,cats,21110,1.0,Trump has created a loophole to allow <pipelines/> to avoid environmental review,pornstars,22221,1.8,2,Trump has created a loophole to allow cats to avoid environmental review,Trump has created a loophole to allow pipelines to avoid environmental review,Trump has created a loophole to allow pornstars to avoid environmental review,Trump has created a loophole to allow pipelines to avoid environmental review
